"","acquisition_date","acquisitions"
"5018","1983-09-27",33
"5019","1983-09-28",46
"5020","1983-09-29",44
"5021","1983-09-30",40
"5022","1983-10-01",37
"5023","1983-10-02",34
"5024","1983-10-03",45
"5025","1983-10-04",38
"5026","1983-10-05",30
"5027","1983-10-06",40
"5028","1983-10-07",34
"5029","1983-10-08",35
"5030","1983-10-09",32
"5031","1983-10-10",28
"5032","1983-10-11",33
"5033","1983-10-12",34
"5034","1983-10-13",36
"5035","1983-10-14",43
"5036","1983-10-15",50
"5037","1983-10-16",46
"5038","1983-10-17",45
"5039","1983-10-18",41
"5040","1983-10-19",34
"5041","1983-10-20",38
"5042","1983-10-21",37
"5043","1983-10-22",46
"5044","1983-10-23",32
"5045","1983-10-24",46
"5046","1983-10-25",32
"5047","1983-10-26",36
"5048","1983-10-27",33
"5049","1983-10-28",34
"5050","1983-10-29",33
"5051","1983-10-30",35
"5052","1983-10-31",36
"5053","1983-11-01",44
"5054","1983-11-02",40
"5055","1983-11-03",39
"5056","1983-11-04",40
"5057","1983-11-05",34
"5058","1983-11-06",34
"5059","1983-11-07",49
"5060","1983-11-08",36
"5061","1983-11-09",53
"5062","1983-11-10",37
"5063","1983-11-11",35
"5064","1983-11-12",36
"5065","1983-11-13",44
"5066","1983-11-14",44
"5067","1983-11-15",32
"5068","1983-11-16",38
"5069","1983-11-17",38
"5070","1983-11-18",43
"5071","1983-11-19",33
"5072","1983-11-20",42
"5073","1983-11-21",28
"5074","1983-11-22",42
"5075","1983-11-23",42
"5076","1983-11-24",48
"5077","1983-11-25",26
"5078","1983-11-26",43
"5079","1983-11-27",35
"5080","1983-11-28",37
"5081","1983-11-29",37
"5082","1983-11-30",38
"5083","1983-12-01",46
"5084","1983-12-02",36
"5085","1983-12-03",39
"5086","1983-12-04",29
"5087","1983-12-05",36
"5088","1983-12-06",45
"5089","1983-12-07",41
"5090","1983-12-08",44
"5091","1983-12-09",43
"5092","1983-12-10",39
"5093","1983-12-11",36
"5094","1983-12-12",31
"5095","1983-12-13",38
"5096","1983-12-14",38
"5097","1983-12-15",34
"5098","1983-12-16",41
"5099","1983-12-17",27
"5100","1983-12-18",37
"5101","1983-12-19",39
"5102","1983-12-20",44
"5103","1983-12-21",38
"5104","1983-12-22",35
"5105","1983-12-23",40
"5106","1983-12-24",37
"5107","1983-12-25",39
"5108","1983-12-26",34
"5109","1983-12-27",29
"5110","1983-12-28",41
"5111","1983-12-29",53
"5112","1983-12-30",31
"5113","1983-12-31",35
"5114","1984-01-01",37
"5115","1984-01-02",37
"5116","1984-01-03",37
"5117","1984-01-04",31
"5118","1984-01-05",21
"5119","1984-01-06",39
"5120","1984-01-07",39
"5121","1984-01-08",39
"5122","1984-01-09",46
"5123","1984-01-10",46
"5124","1984-01-11",34
"5125","1984-01-12",48
"5126","1984-01-13",31
"5127","1984-01-14",36
"5128","1984-01-15",51
"5129","1984-01-16",31
"5130","1984-01-17",39
"5131","1984-01-18",41
"5132","1984-01-19",45
"5133","1984-01-20",35
"5134","1984-01-21",41
"5135","1984-01-22",43
"5136","1984-01-23",32
"5137","1984-01-24",42
"5138","1984-01-25",41
"5139","1984-01-26",37
"5140","1984-01-27",43
"5141","1984-01-28",50
"5142","1984-01-29",37
"5143","1984-01-30",24
"5144","1984-01-31",39
"5145","1984-02-01",41
"5146","1984-02-02",50
"5147","1984-02-03",37
"5148","1984-02-04",36
"5149","1984-02-05",37
"5150","1984-02-06",27
"5151","1984-02-07",43
"5152","1984-02-08",38
"5153","1984-02-09",49
"5154","1984-02-10",46
"5155","1984-02-11",32
"5156","1984-02-12",40
"5157","1984-02-13",22
"5158","1984-02-14",42
"5159","1984-02-15",26
"5160","1984-02-16",47
"5161","1984-02-17",42
"5162","1984-02-18",41
"5163","1984-02-19",38
"5164","1984-02-20",39
"5165","1984-02-21",37
"5166","1984-02-22",33
"5167","1984-02-23",44
"5168","1984-02-24",42
"5169","1984-02-25",38
"5170","1984-02-26",39
"5171","1984-02-27",39
"5172","1984-02-28",40
"5173","1984-02-29",37
"5174","1984-03-01",44
"5175","1984-03-02",35
"5176","1984-03-03",36
"5177","1984-03-04",37
"5178","1984-03-05",31
"5179","1984-03-06",45
"5180","1984-03-07",26
"5181","1984-03-08",28
"5182","1984-03-09",44
"5183","1984-03-10",45
"5184","1984-03-11",35
"5185","1984-03-12",57
"5186","1984-03-13",35
"5187","1984-03-14",34
"5188","1984-03-15",33
"5189","1984-03-16",50
"5190","1984-03-17",35
"5191","1984-03-18",52
"5192","1984-03-19",33
"5193","1984-03-20",40
"5194","1984-03-21",43
"5195","1984-03-22",37
"5196","1984-03-23",42
"5197","1984-03-24",35
"5198","1984-03-25",43
"5199","1984-03-26",33
"5200","1984-03-27",35
"5201","1984-03-28",43
"5202","1984-03-29",38
"5203","1984-03-30",30
"5204","1984-03-31",47
"5205","1984-04-01",35
"5206","1984-04-02",35
"5207","1984-04-03",47
"5208","1984-04-04",37
"5209","1984-04-05",42
"5210","1984-04-06",42
"5211","1984-04-07",36
"5212","1984-04-08",34
"5213","1984-04-09",30
"5214","1984-04-10",31
"5215","1984-04-11",45
"5216","1984-04-12",27
"5217","1984-04-13",39
"5218","1984-04-14",29
"5219","1984-04-15",26
"5220","1984-04-16",36
"5221","1984-04-17",41
"5222","1984-04-18",38
"5223","1984-04-19",35
"5224","1984-04-20",36
"5225","1984-04-21",29
"5226","1984-04-22",45
"5227","1984-04-23",26
"5228","1984-04-24",48
"5229","1984-04-25",36
"5230","1984-04-26",36
"5231","1984-04-27",30
"5232","1984-04-28",41
"5233","1984-04-29",45
"5234","1984-04-30",37
"5235","1984-05-01",41
"5236","1984-05-02",41
"5237","1984-05-03",38
"5238","1984-05-04",34
"5239","1984-05-05",33
"5240","1984-05-06",36
"5241","1984-05-07",39
"5242","1984-05-08",39
"5243","1984-05-09",34
"5244","1984-05-10",56
"5245","1984-05-11",29
"5246","1984-05-12",40
"5247","1984-05-13",37
"5248","1984-05-14",40
"5249","1984-05-15",44
"5250","1984-05-16",35
"5251","1984-05-17",37
"5252","1984-05-18",34
"5253","1984-05-19",36
"5254","1984-05-20",41
"5255","1984-05-21",41
"5256","1984-05-22",39
"5257","1984-05-23",34
"5258","1984-05-24",30
"5259","1984-05-25",33
"5260","1984-05-26",32
"5261","1984-05-27",31
"5262","1984-05-28",35
"5263","1984-05-29",43
"5264","1984-05-30",36
"5265","1984-05-31",38
"5266","1984-06-01",28
"5267","1984-06-02",42
"5268","1984-06-03",44
"5269","1984-06-04",43
"5270","1984-06-05",37
"5271","1984-06-06",44
"5272","1984-06-07",27
"5273","1984-06-08",33
"5274","1984-06-09",42
"5275","1984-06-10",41
"5276","1984-06-11",45
"5277","1984-06-12",37
"5278","1984-06-13",39
"5279","1984-06-14",31
"5280","1984-06-15",35
"5281","1984-06-16",42
"5282","1984-06-17",41
"5283","1984-06-18",40
"5284","1984-06-19",50
"5285","1984-06-20",53
"5286","1984-06-21",47
"5287","1984-06-22",36
"5288","1984-06-23",40
"5289","1984-06-24",41
"5290","1984-06-25",31
"5291","1984-06-26",41
"5292","1984-06-27",38
"5293","1984-06-28",40
"5294","1984-06-29",37
"5295","1984-06-30",37
"5296","1984-07-01",31
"5297","1984-07-02",49
"5298","1984-07-03",35
"5299","1984-07-04",30
"5300","1984-07-05",38
"5301","1984-07-06",37
"5302","1984-07-07",36
"5303","1984-07-08",36
"5304","1984-07-09",26
"5305","1984-07-10",39
"5306","1984-07-11",55
"5307","1984-07-12",39
"5308","1984-07-13",41
"5309","1984-07-14",40
"5310","1984-07-15",48
"5311","1984-07-16",51
"5312","1984-07-17",40
"5313","1984-07-18",34
"5314","1984-07-19",41
"5315","1984-07-20",37
"5316","1984-07-21",38
"5317","1984-07-22",32
"5318","1984-07-23",42
"5319","1984-07-24",43
"5320","1984-07-25",34
"5321","1984-07-26",31
"5322","1984-07-27",37
"5323","1984-07-28",25
"5324","1984-07-29",43
"5325","1984-07-30",34
"5326","1984-07-31",40
"5327","1984-08-01",39
"5328","1984-08-02",38
"5329","1984-08-03",36
"5330","1984-08-04",39
"5331","1984-08-05",39
"5332","1984-08-06",44
"5333","1984-08-07",43
"5334","1984-08-08",29
"5335","1984-08-09",33
"5336","1984-08-10",38
"5337","1984-08-11",36
"5338","1984-08-12",30
"5339","1984-08-13",45
"5340","1984-08-14",28
"5341","1984-08-15",40
"5342","1984-08-16",38
"5343","1984-08-17",37
"5344","1984-08-18",39
"5345","1984-08-19",44
"5346","1984-08-20",37
"5347","1984-08-21",45
"5348","1984-08-22",40
"5349","1984-08-23",36
"5350","1984-08-24",41
"5351","1984-08-25",34
"5352","1984-08-26",41
"5353","1984-08-27",46
"5354","1984-08-28",31
"5355","1984-08-29",44
"5356","1984-08-30",33
"5357","1984-08-31",31
"5358","1984-09-01",40
"5359","1984-09-02",39
"5360","1984-09-03",35
"5361","1984-09-04",41
"5362","1984-09-05",31
"5363","1984-09-06",43
"5364","1984-09-07",51
"5365","1984-09-08",46
"5366","1984-09-09",37
"5367","1984-09-10",40
"5368","1984-09-11",41
"5369","1984-09-12",34
"5370","1984-09-13",43
"5371","1984-09-14",44
"5372","1984-09-15",33
"5373","1984-09-16",45
"5374","1984-09-17",27
"5375","1984-09-18",38
"5376","1984-09-19",35
"5377","1984-09-20",46
"5378","1984-09-21",40
"5379","1984-09-22",37
"5380","1984-09-23",31
"5381","1984-09-24",33
"5382","1984-09-25",50
"5383","1984-09-26",38
"5384","1984-09-27",35
"5385","1984-09-28",35
"5386","1984-09-29",44
"5387","1984-09-30",33
"5388","1984-10-01",40
"5389","1984-10-02",44
"5390","1984-10-03",35
"5391","1984-10-04",33
"5392","1984-10-05",27
"5393","1984-10-06",28
"5394","1984-10-07",38
"5395","1984-10-08",51
"5396","1984-10-09",44
"5397","1984-10-10",40
"5398","1984-10-11",50
"5399","1984-10-12",30
"5400","1984-10-13",45
"5401","1984-10-14",25
"5402","1984-10-15",35
"5403","1984-10-16",33
"5404","1984-10-17",34
"5405","1984-10-18",37
"5406","1984-10-19",26
"5407","1984-10-20",32
"5408","1984-10-21",37
"5409","1984-10-22",35
"5410","1984-10-23",30
"5411","1984-10-24",37
"5412","1984-10-25",36
"5413","1984-10-26",38
"5414","1984-10-27",36
"5415","1984-10-28",29
"5416","1984-10-29",44
"5417","1984-10-30",37
"5418","1984-10-31",44
"5419","1984-11-01",43
"5420","1984-11-02",38
"5421","1984-11-03",57
"5422","1984-11-04",44
"5423","1984-11-05",42
"5424","1984-11-06",35
"5425","1984-11-07",37
"5426","1984-11-08",48
"5427","1984-11-09",47
"5428","1984-11-10",29
"5429","1984-11-11",27
"5430","1984-11-12",39
"5431","1984-11-13",33
"5432","1984-11-14",45
"5433","1984-11-15",31
"5434","1984-11-16",40
"5435","1984-11-17",46
"5436","1984-11-18",48
"5437","1984-11-19",31
"5438","1984-11-20",33
"5439","1984-11-21",34
"5440","1984-11-22",35
"5441","1984-11-23",27
"5442","1984-11-24",29
"5443","1984-11-25",28
"5444","1984-11-26",29
"5445","1984-11-27",45
"5446","1984-11-28",31
"5447","1984-11-29",37
"5448","1984-11-30",34
"5449","1984-12-01",34
"5450","1984-12-02",38
"5451","1984-12-03",34
"5452","1984-12-04",42
"5453","1984-12-05",28
"5454","1984-12-06",41
"5455","1984-12-07",43
"5456","1984-12-08",35
"5457","1984-12-09",38
"5458","1984-12-10",37
"5459","1984-12-11",32
"5460","1984-12-12",44
"5461","1984-12-13",46
"5462","1984-12-14",33
"5463","1984-12-15",41
"5464","1984-12-16",29
"5465","1984-12-17",44
"5466","1984-12-18",38
"5467","1984-12-19",32
"5468","1984-12-20",25
"5469","1984-12-21",39
"5470","1984-12-22",42
"5471","1984-12-23",32
"5472","1984-12-24",32
"5473","1984-12-25",30
"5474","1984-12-26",32
"5475","1984-12-27",37
"5476","1984-12-28",31
"5477","1984-12-29",39
"5478","1984-12-30",43
"5479","1984-12-31",37
"5480","1985-01-01",31
"5481","1985-01-02",35
"5482","1985-01-03",32
"5483","1985-01-04",43
"5484","1985-01-05",41
"5485","1985-01-06",33
"5486","1985-01-07",24
"5487","1985-01-08",56
"5488","1985-01-09",46
"5489","1985-01-10",48
"5490","1985-01-11",31
"5491","1985-01-12",33
"5492","1985-01-13",37
"5493","1985-01-14",36
"5494","1985-01-15",39
"5495","1985-01-16",45
"5496","1985-01-17",30
"5497","1985-01-18",52
"5498","1985-01-19",31
"5499","1985-01-20",51
"5500","1985-01-21",27
"5501","1985-01-22",39
"5502","1985-01-23",41
"5503","1985-01-24",40
"5504","1985-01-25",53
"5505","1985-01-26",38
"5506","1985-01-27",40
"5507","1985-01-28",31
"5508","1985-01-29",26
"5509","1985-01-30",37
"5510","1985-01-31",36
"5511","1985-02-01",27
"5512","1985-02-02",45
"5513","1985-02-03",27
"5514","1985-02-04",39
"5515","1985-02-05",41
"5516","1985-02-06",29
"5517","1985-02-07",34
"5518","1985-02-08",31
"5519","1985-02-09",37
"5520","1985-02-10",47
"5521","1985-02-11",37
"5522","1985-02-12",40
"5523","1985-02-13",42
"5524","1985-02-14",37
"5525","1985-02-15",38
"5526","1985-02-16",37
"5527","1985-02-17",35
"5528","1985-02-18",51
"5529","1985-02-19",33
"5530","1985-02-20",49
"5531","1985-02-21",40
"5532","1985-02-22",43
"5533","1985-02-23",31
"5534","1985-02-24",38
"5535","1985-02-25",42
"5536","1985-02-26",31
"5537","1985-02-27",42
"5538","1985-02-28",43
"5539","1985-03-01",27
"5540","1985-03-02",39
"5541","1985-03-03",43
"5542","1985-03-04",33
"5543","1985-03-05",40
"5544","1985-03-06",30
"5545","1985-03-07",31
"5546","1985-03-08",29
"5547","1985-03-09",32
"5548","1985-03-10",35
"5549","1985-03-11",50
"5550","1985-03-12",32
"5551","1985-03-13",34
"5552","1985-03-14",47
"5553","1985-03-15",38
"5554","1985-03-16",55
"5555","1985-03-17",44
"5556","1985-03-18",36
"5557","1985-03-19",32
"5558","1985-03-20",38
"5559","1985-03-21",19
"5560","1985-03-22",29
"5561","1985-03-23",37
"5562","1985-03-24",31
"5563","1985-03-25",39
"5564","1985-03-26",33
"5565","1985-03-27",45
"5566","1985-03-28",29
"5567","1985-03-29",38
"5568","1985-03-30",46
"5569","1985-03-31",54
"5570","1985-04-01",37
"5571","1985-04-02",31
"5572","1985-04-03",43
"5573","1985-04-04",34
"5574","1985-04-05",40
"5575","1985-04-06",34
"5576","1985-04-07",40
"5577","1985-04-08",44
"5578","1985-04-09",33
"5579","1985-04-10",41
"5580","1985-04-11",39
"5581","1985-04-12",34
"5582","1985-04-13",50
"5583","1985-04-14",32
"5584","1985-04-15",48
"5585","1985-04-16",36
"5586","1985-04-17",32
"5587","1985-04-18",40
"5588","1985-04-19",38
"5589","1985-04-20",33
"5590","1985-04-21",42
"5591","1985-04-22",37
"5592","1985-04-23",49
"5593","1985-04-24",51
"5594","1985-04-25",30
"5595","1985-04-26",44
"5596","1985-04-27",36
"5597","1985-04-28",40
"5598","1985-04-29",28
"5599","1985-04-30",38
"5600","1985-05-01",32
"5601","1985-05-02",31
"5602","1985-05-03",39
"5603","1985-05-04",35
"5604","1985-05-05",40
"5605","1985-05-06",30
"5606","1985-05-07",34
"5607","1985-05-08",34
"5608","1985-05-09",31
"5609","1985-05-10",44
"5610","1985-05-11",36
"5611","1985-05-12",37
"5612","1985-05-13",30
"5613","1985-05-14",30
"5614","1985-05-15",28
"5615","1985-05-16",44
"5616","1985-05-17",34
"5617","1985-05-18",37
"5618","1985-05-19",37
"5619","1985-05-20",33
"5620","1985-05-21",34
"5621","1985-05-22",39
"5622","1985-05-23",33
"5623","1985-05-24",25
"5624","1985-05-25",35
"5625","1985-05-26",38
"5626","1985-05-27",44
"5627","1985-05-28",35
"5628","1985-05-29",33
"5629","1985-05-30",32
"5630","1985-05-31",37
"5631","1985-06-01",38
"5632","1985-06-02",41
"5633","1985-06-03",35
"5634","1985-06-04",33
"5635","1985-06-05",40
"5636","1985-06-06",43
"5637","1985-06-07",35
"5638","1985-06-08",31
"5639","1985-06-09",31
"5640","1985-06-10",38
"5641","1985-06-11",44
"5642","1985-06-12",47
"5643","1985-06-13",30
"5644","1985-06-14",34
"5645","1985-06-15",47
"5646","1985-06-16",46
"5647","1985-06-17",37
"5648","1985-06-18",36
"5649","1985-06-19",47
"5650","1985-06-20",38
"5651","1985-06-21",46
"5652","1985-06-22",43
"5653","1985-06-23",47
"5654","1985-06-24",43
"5655","1985-06-25",30
"5656","1985-06-26",36
"5657","1985-06-27",29
"5658","1985-06-28",34
"5659","1985-06-29",30
"5660","1985-06-30",30
"5661","1985-07-01",41
"5662","1985-07-02",37
"5663","1985-07-03",39
"5664","1985-07-04",41
"5665","1985-07-05",34
"5666","1985-07-06",37
"5667","1985-07-07",33
"5668","1985-07-08",37
"5669","1985-07-09",31
"5670","1985-07-10",42
"5671","1985-07-11",37
"5672","1985-07-12",44
"5673","1985-07-13",43
"5674","1985-07-14",42
"5675","1985-07-15",41
"5676","1985-07-16",34
"5677","1985-07-17",39
"5678","1985-07-18",30
"5679","1985-07-19",39
"5680","1985-07-20",33
"5681","1985-07-21",48
"5682","1985-07-22",41
"5683","1985-07-23",43
"5684","1985-07-24",27
"5685","1985-07-25",19
"5686","1985-07-26",34
"5687","1985-07-27",37
"5688","1985-07-28",35
"5689","1985-07-29",29
"5690","1985-07-30",43
"5691","1985-07-31",36
"5692","1985-08-01",41
"5693","1985-08-02",38
"5694","1985-08-03",32
"5695","1985-08-04",41
"5696","1985-08-05",44
"5697","1985-08-06",39
"5698","1985-08-07",35
"5699","1985-08-08",36
"5700","1985-08-09",41
"5701","1985-08-10",36
"5702","1985-08-11",35
"5703","1985-08-12",36
"5704","1985-08-13",40
"5705","1985-08-14",42
"5706","1985-08-15",36
"5707","1985-08-16",46
"5708","1985-08-17",47
"5709","1985-08-18",32
"5710","1985-08-19",36
"5711","1985-08-20",30
"5712","1985-08-21",32
"5713","1985-08-22",45
"5714","1985-08-23",33
"5715","1985-08-24",40
"5716","1985-08-25",39
"5717","1985-08-26",34
"5718","1985-08-27",35
"5719","1985-08-28",35
"5720","1985-08-29",54
"5721","1985-08-30",44
"5722","1985-08-31",38
"5723","1985-09-01",37
"5724","1985-09-02",38
"5725","1985-09-03",37
"5726","1985-09-04",47
"5727","1985-09-05",44
"5728","1985-09-06",33
"5729","1985-09-07",42
"5730","1985-09-08",46
"5731","1985-09-09",28
"5732","1985-09-10",35
"5733","1985-09-11",48
"5734","1985-09-12",35
"5735","1985-09-13",32
"5736","1985-09-14",49
"5737","1985-09-15",32
"5738","1985-09-16",48
"5739","1985-09-17",34
"5740","1985-09-18",36
"5741","1985-09-19",37
"5742","1985-09-20",51
"5743","1985-09-21",42
"5744","1985-09-22",37
"5745","1985-09-23",31
"5746","1985-09-24",43
"5747","1985-09-25",40
"5748","1985-09-26",46
"5749","1985-09-27",24
"5750","1985-09-28",24
"5751","1985-09-29",43
"5752","1985-09-30",36
"5753","1985-10-01",41
"5754","1985-10-02",42
"5755","1985-10-03",33
"5756","1985-10-04",37
"5757","1985-10-05",40
"5758","1985-10-06",43
"5759","1985-10-07",34
"5760","1985-10-08",32
"5761","1985-10-09",45
"5762","1985-10-10",44
"5763","1985-10-11",42
"5764","1985-10-12",32
"5765","1985-10-13",48
"5766","1985-10-14",34
"5767","1985-10-15",26
"5768","1985-10-16",40
"5769","1985-10-17",33
"5770","1985-10-18",38
"5771","1985-10-19",35
"5772","1985-10-20",36
"5773","1985-10-21",31
"5774","1985-10-22",35
"5775","1985-10-23",41
"5776","1985-10-24",36
"5777","1985-10-25",32
"5778","1985-10-26",38
"5779","1985-10-27",43
"5780","1985-10-28",29
"5781","1985-10-29",40
"5782","1985-10-30",33
"5783","1985-10-31",37
"5784","1985-11-01",28
"5785","1985-11-02",36
"5786","1985-11-03",34
"5787","1985-11-04",47
"5788","1985-11-05",27
"5789","1985-11-06",37
"5790","1985-11-07",42
"5791","1985-11-08",46
"5792","1985-11-09",27
"5793","1985-11-10",43
"5794","1985-11-11",37
"5795","1985-11-12",41
"5796","1985-11-13",36
"5797","1985-11-14",37
"5798","1985-11-15",50
"5799","1985-11-16",39
"5800","1985-11-17",34
"5801","1985-11-18",35
"5802","1985-11-19",33
"5803","1985-11-20",41
"5804","1985-11-21",29
"5805","1985-11-22",34
"5806","1985-11-23",30
"5807","1985-11-24",48
"5808","1985-11-25",43
"5809","1985-11-26",29
"5810","1985-11-27",44
"5811","1985-11-28",42
"5812","1985-11-29",38
"5813","1985-11-30",37
"5814","1985-12-01",47
"5815","1985-12-02",51
"5816","1985-12-03",36
"5817","1985-12-04",48
"5818","1985-12-05",31
"5819","1985-12-06",32
"5820","1985-12-07",28
"5821","1985-12-08",29
"5822","1985-12-09",36
"5823","1985-12-10",43
"5824","1985-12-11",45
"5825","1985-12-12",42
"5826","1985-12-13",31
"5827","1985-12-14",31
"5828","1985-12-15",36
"5829","1985-12-16",30
"5830","1985-12-17",44
"5831","1985-12-18",39
"5832","1985-12-19",31
"5833","1985-12-20",37
"5834","1985-12-21",23
"5835","1985-12-22",37
"5836","1985-12-23",45
"5837","1985-12-24",40
"5838","1985-12-25",55
"5839","1985-12-26",40
"5840","1985-12-27",33
"5841","1985-12-28",36
"5842","1985-12-29",37
"5843","1985-12-30",30
"5844","1985-12-31",39
"5845","1986-01-01",49
"5846","1986-01-02",42
"5847","1986-01-03",33
"5848","1986-01-04",38
"5849","1986-01-05",40
"5850","1986-01-06",41
"5851","1986-01-07",42
"5852","1986-01-08",36
"5853","1986-01-09",45
"5854","1986-01-10",37
"5855","1986-01-11",36
"5856","1986-01-12",43
"5857","1986-01-13",40
"5858","1986-01-14",48
"5859","1986-01-15",36
"5860","1986-01-16",40
"5861","1986-01-17",37
"5862","1986-01-18",42
"5863","1986-01-19",39
"5864","1986-01-20",41
"5865","1986-01-21",38
"5866","1986-01-22",26
"5867","1986-01-23",31
"5868","1986-01-24",38
"5869","1986-01-25",42
"5870","1986-01-26",33
"5871","1986-01-27",45
"5872","1986-01-28",40
"5873","1986-01-29",42
"5874","1986-01-30",47
"5875","1986-01-31",36
"5876","1986-02-01",40
"5877","1986-02-02",33
"5878","1986-02-03",34
"5879","1986-02-04",41
"5880","1986-02-05",33
"5881","1986-02-06",43
"5882","1986-02-07",58
"5883","1986-02-08",30
"5884","1986-02-09",31
"5885","1986-02-10",37
"5886","1986-02-11",39
"5887","1986-02-12",43
"5888","1986-02-13",48
"5889","1986-02-14",43
"5890","1986-02-15",32
"5891","1986-02-16",37
"5892","1986-02-17",41
"5893","1986-02-18",34
"5894","1986-02-19",34
"5895","1986-02-20",44
"5896","1986-02-21",35
"5897","1986-02-22",30
"5898","1986-02-23",39
"5899","1986-02-24",41
"5900","1986-02-25",36
"5901","1986-02-26",28
"5902","1986-02-27",34
"5903","1986-02-28",38
"5904","1986-03-01",38
"5905","1986-03-02",39
"5906","1986-03-03",49
"5907","1986-03-04",37
"5908","1986-03-05",32
"5909","1986-03-06",42
"5910","1986-03-07",31
"5911","1986-03-08",40
"5912","1986-03-09",29
"5913","1986-03-10",39
"5914","1986-03-11",37
"5915","1986-03-12",35
"5916","1986-03-13",29
"5917","1986-03-14",39
"5918","1986-03-15",26
"5919","1986-03-16",39
"5920","1986-03-17",43
"5921","1986-03-18",34
"5922","1986-03-19",35
"5923","1986-03-20",30
"5924","1986-03-21",40
"5925","1986-03-22",34
"5926","1986-03-23",50
"5927","1986-03-24",34
"5928","1986-03-25",38
"5929","1986-03-26",31
"5930","1986-03-27",39
"5931","1986-03-28",43
"5932","1986-03-29",38
"5933","1986-03-30",36
"5934","1986-03-31",26
"5935","1986-04-01",38
"5936","1986-04-02",33
"5937","1986-04-03",38
"5938","1986-04-04",34
"5939","1986-04-05",35
"5940","1986-04-06",29
"5941","1986-04-07",47
"5942","1986-04-08",37
"5943","1986-04-09",41
"5944","1986-04-10",39
"5945","1986-04-11",40
"5946","1986-04-12",37
"5947","1986-04-13",43
"5948","1986-04-14",39
"5949","1986-04-15",32
"5950","1986-04-16",38
"5951","1986-04-17",40
"5952","1986-04-18",47
"5953","1986-04-19",38
"5954","1986-04-20",43
"5955","1986-04-21",42
"5956","1986-04-22",22
"5957","1986-04-23",31
"5958","1986-04-24",39
"5959","1986-04-25",41
"5960","1986-04-26",42
"5961","1986-04-27",40
"5962","1986-04-28",46
"5963","1986-04-29",35
"5964","1986-04-30",31
"5965","1986-05-01",41
"5966","1986-05-02",35
"5967","1986-05-03",58
"5968","1986-05-04",38
"5969","1986-05-05",38
"5970","1986-05-06",40
"5971","1986-05-07",37
"5972","1986-05-08",38
"5973","1986-05-09",30
"5974","1986-05-10",45
"5975","1986-05-11",34
"5976","1986-05-12",38
"5977","1986-05-13",34
"5978","1986-05-14",28
"5979","1986-05-15",37
"5980","1986-05-16",32
"5981","1986-05-17",32
"5982","1986-05-18",51
"5983","1986-05-19",25
"5984","1986-05-20",40
"5985","1986-05-21",45
"5986","1986-05-22",38
"5987","1986-05-23",44
"5988","1986-05-24",41
"5989","1986-05-25",33
"5990","1986-05-26",45
"5991","1986-05-27",46
"5992","1986-05-28",37
"5993","1986-05-29",40
"5994","1986-05-30",36
"5995","1986-05-31",47
"5996","1986-06-01",38
"5997","1986-06-02",32
"5998","1986-06-03",35
"5999","1986-06-04",30
"6000","1986-06-05",43
"6001","1986-06-06",33
"6002","1986-06-07",27
"6003","1986-06-08",40
"6004","1986-06-09",43
"6005","1986-06-10",34
"6006","1986-06-11",31
"6007","1986-06-12",40
"6008","1986-06-13",39
"6009","1986-06-14",43
"6010","1986-06-15",39
"6011","1986-06-16",34
"6012","1986-06-17",39
"6013","1986-06-18",30
"6014","1986-06-19",41
"6015","1986-06-20",34
"6016","1986-06-21",36
"6017","1986-06-22",34
"6018","1986-06-23",40
"6019","1986-06-24",39
"6020","1986-06-25",33
"6021","1986-06-26",30
"6022","1986-06-27",37
"6023","1986-06-28",38
"6024","1986-06-29",48
"6025","1986-06-30",33
"6026","1986-07-01",36
"6027","1986-07-02",32
"6028","1986-07-03",42
"6029","1986-07-04",32
"6030","1986-07-05",54
"6031","1986-07-06",34
"6032","1986-07-07",30
"6033","1986-07-08",44
"6034","1986-07-09",51
"6035","1986-07-10",37
"6036","1986-07-11",37
"6037","1986-07-12",33
"6038","1986-07-13",27
"6039","1986-07-14",32
"6040","1986-07-15",37
"6041","1986-07-16",38
"6042","1986-07-17",33
"6043","1986-07-18",29
"6044","1986-07-19",36
"6045","1986-07-20",36
"6046","1986-07-21",43
"6047","1986-07-22",35
"6048","1986-07-23",39
"6049","1986-07-24",39
"6050","1986-07-25",42
"6051","1986-07-26",23
"6052","1986-07-27",36
"6053","1986-07-28",31
"6054","1986-07-29",45
"6055","1986-07-30",33
"6056","1986-07-31",51
"6057","1986-08-01",31
"6058","1986-08-02",42
"6059","1986-08-03",37
"6060","1986-08-04",45
"6061","1986-08-05",51
"6062","1986-08-06",38
"6063","1986-08-07",43
"6064","1986-08-08",43
"6065","1986-08-09",33
"6066","1986-08-10",40
"6067","1986-08-11",49
"6068","1986-08-12",41
"6069","1986-08-13",38
"6070","1986-08-14",42
"6071","1986-08-15",44
"6072","1986-08-16",38
"6073","1986-08-17",31
"6074","1986-08-18",39
"6075","1986-08-19",36
"6076","1986-08-20",42
"6077","1986-08-21",29
"6078","1986-08-22",43
"6079","1986-08-23",39
"6080","1986-08-24",48
"6081","1986-08-25",51
"6082","1986-08-26",31
"6083","1986-08-27",30
"6084","1986-08-28",36
"6085","1986-08-29",39
"6086","1986-08-30",32
"6087","1986-08-31",32
"6088","1986-09-01",29
"6089","1986-09-02",41
"6090","1986-09-03",44
"6091","1986-09-04",41
"6092","1986-09-05",35
